user_id,product_id,timestamp,event_type
synthetic_fashor_festive_001,7877451546710,2024-01-02 06:44:15,purchase
synthetic_fashor_festive_001,7827683901526,2024-01-09 21:57:35,purchase
synthetic_fashor_festive_001,7750192922710,2024-02-11 06:44:07,purchase
synthetic_fashor_festive_001,7809092878422,2024-02-15 03:20:22,purchase
synthetic_fashor_festive_001,7533023658070,2024-02-21 02:12:58,purchase
synthetic_fashor_festive_001,7741777772630,2024-03-08 14:58:47,purchase
synthetic_fashor_festive_001,7733175091286,2024-03-16 08:14:38,purchase
synthetic_fashor_festive_001,7671822712918,2024-04-04 19:10:58,purchase
synthetic_fashor_festive_001,7637145911382,2024-04-13 09:26:04,purchase
synthetic_fashor_festive_001,7864664653910,2024-04-26 07:18:28,purchase
synthetic_fashor_festive_001,7682376400982,2024-06-10 17:34:15,purchase
synthetic_fashor_festive_001,7856846143574,2024-06-16 13:45:02,purchase
synthetic_fashor_festive_001,7468698435670,2024-06-20 17:45:53,purchase
synthetic_fashor_festive_002,7728393158742,2024-04-14 20:45:34,purchase
synthetic_fashor_festive_002,7758864384086,2024-04-21 13:08:17,purchase
synthetic_fashor_festive_002,7496107851862,2024-04-23 15:14:51,purchase
synthetic_fashor_festive_002,7698383929430,2024-04-26 06:56:50,purchase
synthetic_fashor_festive_002,7689067233366,2024-05-13 18:24:09,purchase
synthetic_fashor_festive_002,7848120909910,2024-05-20 23:57:36,purchase
synthetic_fashor_festive_002,7575830691926,2024-05-21 02:03:01,purchase
synthetic_fashor_festive_002,7671820943446,2024-05-25 04:00:01,purchase
synthetic_fashor_festive_003,7727535030358,2024-01-30 21:17:04,purchase
synthetic_fashor_festive_003,7637306179670,2024-02-12 02:17:01,purchase
synthetic_fashor_festive_003,7856383000662,2024-03-02 05:18:03,purchase
synthetic_fashor_festive_003,7741777772630,2024-03-07 07:36:31,purchase
synthetic_fashor_festive_003,7713896431702,2024-03-07 12:28:16,purchase
synthetic_fashor_festive_003,7583256051798,2024-03-16 10:58:02,purchase
synthetic_fashor_festive_003,7881972842582,2024-03-27 11:53:55,purchase
synthetic_fashor_festive_003,7560928723030,2024-04-01 09:57:14,purchase
synthetic_fashor_festive_003,7301673746518,2024-04-19 08:32:49,purchase
synthetic_fashor_festive_004,7628037554262,2024-01-07 08:40:45,purchase
synthetic_fashor_festive_004,7424969867350,2024-01-14 02:47:49,purchase
synthetic_fashor_festive_004,7674634666070,2024-02-01 23:40:01,purchase
synthetic_fashor_festive_004,7698385567830,2024-02-06 15:14:43,purchase
synthetic_fashor_festive_004,7789331284054,2024-02-22 03:44:52,purchase
synthetic_fashor_festive_004,7842476425302,2024-04-01 02:21:23,purchase
synthetic_fashor_festive_004,7710047830102,2024-04-18 03:18:04,purchase
synthetic_fashor_festive_004,7679566807126,2024-04-24 13:23:39,purchase
synthetic_fashor_festive_004,7520004505686,2024-05-05 18:12:11,purchase
synthetic_fashor_festive_004,7695140978774,2024-05-13 00:22:33,purchase
synthetic_fashor_festive_004,7809123876950,2024-05-18 16:44:08,purchase
synthetic_fashor_festive_004,7487363383382,2024-06-04 18:57:49,purchase
synthetic_fashor_festive_004,7590902202454,2024-06-15 07:52:32,purchase
synthetic_fashor_festive_005,7819795988566,2024-01-17 07:25:04,purchase
synthetic_fashor_festive_005,7696199286870,2024-02-15 20:41:50,purchase
synthetic_fashor_festive_005,7666391154774,2024-03-21 13:53:21,purchase
synthetic_fashor_festive_005,7875949559894,2024-04-17 10:57:16,purchase
synthetic_fashor_festive_005,7809083080790,2024-05-21 15:43:08,purchase
synthetic_fashor_festive_005,7709609001046,2024-05-23 21:58:43,purchase
synthetic_fashor_festive_005,6954183753814,2024-06-17 13:52:38,purchase
synthetic_fashor_festive_005,7587973464150,2024-06-20 05:32:29,purchase
synthetic_fashor_festive_005,7617202094166,2024-06-29 09:29:25,purchase
synthetic_fashor_officekurta_001,6953591177302,2024-01-16 21:00:28,purchase
synthetic_fashor_officekurta_001,7377469243478,2024-01-22 04:41:52,purchase
synthetic_fashor_officekurta_001,7858706514006,2024-01-22 16:07:21,purchase
synthetic_fashor_officekurta_001,7300776001622,2024-02-07 16:42:07,purchase
synthetic_fashor_officekurta_001,6869990637654,2024-03-16 18:26:04,purchase
synthetic_fashor_officekurta_001,7668568031318,2024-03-29 08:42:43,purchase
synthetic_fashor_officekurta_001,7570749161558,2024-04-29 01:45:29,purchase
synthetic_fashor_officekurta_001,7570753028182,2024-05-10 13:00:07,purchase
synthetic_fashor_officekurta_001,7406377271382,2024-05-11 21:57:15,purchase
synthetic_fashor_officekurta_001,7608138563670,2024-05-20 03:39:08,purchase
synthetic_fashor_officekurta_001,7635072286806,2024-05-22 06:11:32,purchase
synthetic_fashor_officekurta_001,6876217475158,2024-06-01 22:52:20,purchase
synthetic_fashor_officekurta_001,7484145533014,2024-06-15 19:31:56,purchase
synthetic_fashor_officekurta_002,7525823610966,2024-01-01 21:14:40,purchase
synthetic_fashor_officekurta_002,7623202439254,2024-01-26 07:50:51,purchase
synthetic_fashor_officekurta_002,7545875103830,2024-03-06 07:14:28,purchase
synthetic_fashor_officekurta_002,7816437661782,2024-03-09 02:54:19,purchase
synthetic_fashor_officekurta_002,7510579871830,2024-03-27 18:22:52,purchase
synthetic_fashor_officekurta_002,7539565035606,2024-04-10 02:12:06,purchase
synthetic_fashor_officekurta_002,7621323980886,2024-04-20 21:27:49,purchase
synthetic_fashor_officekurta_002,7776077807702,2024-04-27 23:55:55,purchase
synthetic_fashor_officekurta_002,7869473390678,2024-05-09 21:57:01,purchase
synthetic_fashor_officekurta_002,7570187059286,2024-05-21 05:37:46,purchase
synthetic_fashor_officekurta_002,7511454351446,2024-06-18 10:35:31,purchase
synthetic_fashor_officekurta_002,7543281975382,2024-06-20 18:44:35,purchase
synthetic_fashor_officekurta_002,7544565432406,2024-06-27 13:55:38,purchase
synthetic_fashor_officekurta_003,7623173996630,2024-01-08 23:52:43,purchase
synthetic_fashor_officekurta_003,7529679061078,2024-01-21 00:23:45,purchase
synthetic_fashor_officekurta_003,7539919454294,2024-02-21 09:17:53,purchase
synthetic_fashor_officekurta_003,7695462924374,2024-03-11 18:11:04,purchase
synthetic_fashor_officekurta_003,7623166492758,2024-04-03 07:34:06,purchase
synthetic_fashor_officekurta_003,7860983857238,2024-04-08 15:03:10,purchase
synthetic_fashor_officekurta_003,7700891238486,2024-05-03 21:26:56,purchase
synthetic_fashor_officekurta_003,7006755520598,2024-05-13 14:51:14,purchase
synthetic_fashor_officekurta_003,7701788065878,2024-05-20 19:34:58,purchase
synthetic_fashor_officekurta_003,7017520824406,2024-05-21 09:56:28,purchase
synthetic_fashor_officekurta_003,7621338824790,2024-05-31 11:28:43,purchase
synthetic_fashor_officekurta_003,7042701033558,2024-06-08 03:14:41,purchase
synthetic_fashor_officekurta_003,7620183228502,2024-06-15 05:42:41,purchase
synthetic_fashor_officekurta_003,7552190087254,2024-06-29 11:07:06,purchase
synthetic_fashor_officekurta_004,6988616269910,2024-01-03 15:18:11,purchase
synthetic_fashor_officekurta_004,6874550698070,2024-01-26 21:17:13,purchase
synthetic_fashor_officekurta_004,7342454833238,2024-02-05 20:59:56,purchase
synthetic_fashor_officekurta_004,7401389162582,2024-03-23 01:06:06,purchase
synthetic_fashor_officekurta_004,7678253367382,2024-05-20 14:16:47,purchase
synthetic_fashor_officekurta_004,7575835705430,2024-05-26 07:28:16,purchase
synthetic_fashor_officekurta_004,7212022169686,2024-06-03 15:16:54,purchase
synthetic_fashor_officekurta_004,7674632568918,2024-06-13 19:48:44,purchase
synthetic_fashor_officekurta_005,7065762267222,2024-01-08 06:25:02,purchase
synthetic_fashor_officekurta_005,6862181564502,2024-01-22 18:16:53,purchase
synthetic_fashor_officekurta_005,7568839868502,2024-03-21 19:48:50,purchase
synthetic_fashor_officekurta_005,7668567703638,2024-05-06 08:38:12,purchase
synthetic_fashor_officekurta_005,7736367415382,2024-05-19 18:02:19,purchase
synthetic_fashor_officekurta_005,7522305966166,2024-05-28 09:12:35,purchase
synthetic_fashor_officekurta_005,6737855610966,2024-05-31 16:11:09,purchase
synthetic_fashor_officekurta_005,7608982863958,2024-06-02 03:34:46,purchase
synthetic_fashor_officekurta_005,7491813998678,2024-06-16 22:20:36,purchase
synthetic_fashor_officekurta_005,7793601183830,2024-06-24 05:50:39,purchase
synthetic_fashor_fusion_001,7060758429782,2024-01-01 19:01:23,purchase
synthetic_fashor_fusion_001,7015262486614,2024-01-08 15:58:14,purchase
synthetic_fashor_fusion_001,7467807309910,2024-01-10 20:44:57,purchase
synthetic_fashor_fusion_001,7406369013846,2024-01-13 16:57:14,purchase
synthetic_fashor_fusion_001,7521867366486,2024-02-09 15:55:32,purchase
synthetic_fashor_fusion_001,6870776315990,2024-04-02 04:27:25,purchase
synthetic_fashor_fusion_001,6863422816342,2024-04-04 13:58:14,purchase
synthetic_fashor_fusion_001,7521421459542,2024-04-20 16:32:43,purchase
synthetic_fashor_fusion_001,7507563544662,2024-04-21 13:14:46,purchase
synthetic_fashor_fusion_001,6874368901206,2024-05-15 15:29:53,purchase
synthetic_fashor_fusion_001,7538924978262,2024-06-26 10:00:34,purchase
synthetic_fashor_fusion_002,7041737326678,2024-01-22 13:52:51,purchase
synthetic_fashor_fusion_002,7564508856406,2024-01-24 09:50:14,purchase
synthetic_fashor_fusion_002,6881125466198,2024-01-25 06:30:25,purchase
synthetic_fashor_fusion_002,7736373542998,2024-01-27 20:49:08,purchase
synthetic_fashor_fusion_002,7614623907926,2024-01-29 14:00:59,purchase
synthetic_fashor_fusion_002,7010869379158,2024-03-14 03:07:31,purchase
synthetic_fashor_fusion_002,7030492004438,2024-03-21 02:59:22,purchase
synthetic_fashor_fusion_002,6815985762390,2024-03-24 13:26:39,purchase
synthetic_fashor_fusion_002,7424559153238,2024-03-26 19:47:20,purchase
synthetic_fashor_fusion_002,7497941745750,2024-04-02 00:17:03,purchase
synthetic_fashor_fusion_002,7545090441302,2024-04-27 12:16:07,purchase
synthetic_fashor_fusion_002,6848386105430,2024-05-05 01:09:42,purchase
synthetic_fashor_fusion_002,6646497280086,2024-06-14 09:10:54,purchase
synthetic_fashor_fusion_002,7514623770710,2024-06-19 05:56:31,purchase
synthetic_fashor_fusion_002,7339899355222,2024-06-25 04:28:30,purchase
synthetic_fashor_fusion_003,7749015994454,2024-02-05 15:39:03,purchase
synthetic_fashor_fusion_003,6859364040790,2024-02-14 13:51:34,purchase
synthetic_fashor_fusion_003,7695467905110,2024-02-27 05:38:03,purchase
synthetic_fashor_fusion_003,7649400914006,2024-03-03 00:41:50,purchase
synthetic_fashor_fusion_003,7435028660310,2024-03-04 12:10:25,purchase
synthetic_fashor_fusion_003,6874477002838,2024-04-09 00:19:20,purchase
synthetic_fashor_fusion_003,7525855985750,2024-04-09 09:28:59,purchase
synthetic_fashor_fusion_003,7525001920598,2024-04-12 09:42:47,purchase
synthetic_fashor_fusion_003,7607435788374,2024-04-16 06:34:48,purchase
synthetic_fashor_fusion_003,7506678448214,2024-04-16 17:43:08,purchase
synthetic_fashor_fusion_003,7583257002070,2024-04-21 14:42:04,purchase
synthetic_fashor_fusion_003,7695064858710,2024-04-27 06:41:17,purchase
synthetic_fashor_fusion_003,7695493922902,2024-04-28 02:10:09,purchase
synthetic_fashor_fusion_003,7507627212886,2024-05-07 01:29:50,purchase
synthetic_fashor_fusion_003,7477920759894,2024-05-22 12:36:20,purchase
synthetic_fashor_fusion_004,7525848875094,2024-01-08 12:59:38,purchase
synthetic_fashor_fusion_004,7525353226326,2024-01-11 01:23:13,purchase
synthetic_fashor_fusion_004,7563735007318,2024-01-11 03:02:06,purchase
synthetic_fashor_fusion_004,7524584587350,2024-01-14 01:01:29,purchase
synthetic_fashor_fusion_004,7519996706902,2024-01-21 23:16:53,purchase
synthetic_fashor_fusion_004,7670803202134,2024-03-10 11:46:29,purchase
synthetic_fashor_fusion_004,7840316686422,2024-03-30 10:33:04,purchase
synthetic_fashor_fusion_004,7535225012310,2024-05-28 18:16:26,purchase
synthetic_fashor_fusion_004,7516853731414,2024-05-31 13:35:20,purchase
synthetic_fashor_fusion_004,7064005509206,2024-06-01 09:37:06,purchase
synthetic_fashor_fusion_004,7401390211158,2024-06-06 04:51:11,purchase
synthetic_fashor_fusion_005,7523543679062,2024-01-22 15:51:27,purchase
synthetic_fashor_fusion_005,6922064724054,2024-01-28 19:17:39,purchase
synthetic_fashor_fusion_005,6866846056534,2024-02-13 08:02:46,purchase
synthetic_fashor_fusion_005,7571919175766,2024-03-08 09:06:15,purchase
synthetic_fashor_fusion_005,7506677760086,2024-03-16 03:40:20,purchase
synthetic_fashor_fusion_005,7696808280150,2024-04-18 18:03:02,purchase
synthetic_fashor_fusion_005,7562433953878,2024-04-30 23:46:00,purchase
synthetic_fashor_fusion_005,7526155518038,2024-05-08 08:39:37,purchase
