product_id,title,description,image_url,price_inr,category,pdp_url
9245319364770,100% Linen Relaxed Fit Luxe Shirt ( Shirts),"Effortless style defines this pristine white shirt, crafted from premium 100% Linen for unparalleled breathability and a relaxed drape. Featuring a sharp spread collar and versatile half-sleeves, this piece offers a clean, sophisticated look. Perfectly suited for sunny brunches or coastal escapes, it is the ultimate wardrobe essential for the modern man. Size & Fit Fit - Relaxed Fit Size - Model Is Wearing Size M Wash Care Machine Wash Specifications Occasion : Casual Wear Pattern : Plain Collar : Spread Material : 100% Linen Sleeves : Half Sleeve Note : The actual colour of the product may vary slightly due to photographic lighting sources or your device. SKU: 4LSHS003-02",https://cdn.shopify.com/s/files/1/0420/7073/7058/files/1_e883cf71-bb3f-4742-9a15-49092a008b04.jpg?v=1780837447,2624.0,Shirts,https://snitch.co.in/products/linen-snitch-luxe-relaxed-fit-100-linen-shirt-4lshs003-02
9245319889058,100% Linen Regular Fit Luxe Shirt ( Shirts),"Embrace effortless sophistication with this olive green shirt, expertly crafted from 100% Linen for unparalleled breathability and a premium, natural drape. Featuring a relaxed fit and a classic Cuban collar, this piece is a versatile staple for your wardrobe, blending contemporary style with exceptional comfort for any upscale casual occasion. Size & Fit Fit - Regular Fit Size - Model Is Wearing Size M Wash Care Machine Wash Specifications Occasion : Holiday Pattern : Plain Collar : Cuban Material : 100% Linen Sleeves : Half Sleeve Note : The actual colour of the product may vary slightly due to photographic lighting sources or your device. SKU: 4LSHS004-03",https://cdn.shopify.com/s/files/1/0420/7073/7058/files/1_5990da3c-eac8-4965-9029-a8c301da4390.jpg?v=1780837481,2624.0,Shirts,https://snitch.co.in/products/100-linen-linen-snitch-luxe-regular-fit-shirt-4lshs004-03
9242086768802,Regular Fit Checks Shirt ( Shirts),"Effortless style defines this olive-green checked shirt, featuring a classic spread collar and full sleeves. Expertly crafted in a premium 67% Polyester 33% Cotton blend, it offers exceptional breathability and day-long comfort. The versatile design transitions perfectly from workday meetings to relaxed evening outings with refined ease. Size & Fit Fit - Regular Fit Size - Model Is Wearing Size M Wash Care Machine Wash Specifications Occasion : Smart Casuals Pattern : Checks Collar : Spread Material : 67% Polyester 33% Cotton Sleeves : Full Sleeve Note : The actual colour of the product may vary slightly due to photographic lighting sources or your device. SKU: 4MSS4813-02",https://cdn.shopify.com/s/files/1/0420/7073/7058/files/1_dbb3884f-cfba-41ea-bff8-a35170200826.jpg?v=1780310485,1299.0,Shirts,https://snitch.co.in/products/regular-fit-checks-shirt-4mss4813-02
9243869249698,Abstract Box Fit 100% Viscose Shirt ( Shirts),"Bold abstract geometry defines this striking black shirt, a must-have for the modern man. Crafted from 100% Viscose, it offers a luxurious, silky drape that ensures breathable comfort throughout the day. Perfect for making an impact, this box-fit shirt effortlessly transitions from relaxed outings to stylish evening social gatherings. Original MRP - ₹ 2399 Size & Fit Fit - Box Fit Size - Model Is Wearing Size M Wash Care Machine Wash Specifications Occasion : Casual Wear Pattern : Abstract Collar : Spread Material : 100% Viscose Sleeves : Half Sleeve Note : The actual colour of the product may vary slightly due to photographic lighting sources or your device. SKU: MP-4SHS069-01",https://cdn.shopify.com/s/files/1/0420/7073/7058/files/1_9102da29-3452-41b1-8f4a-2386c4cc4dde.jpg?v=1780588265,1199.0,Shirts,https://snitch.co.in/products/abstract-box-fit-100-viscose-shirt-mp-4shs069-01
9239406575778,Abstract Oversized Shirt ( Shirts),"Zigzag patterns define this striking orange-and-white shirt, expertly cut in an oversized fit that blends relaxed comfort with modern style. Crafted from premium 100% Viscose fabric, it offers a soft drape and effortless breathability. Perfect for making a bold statement, this shirt combines high-end aesthetic with a laid-back, versatile appeal. Size & Fit Fit - Oversized Fit Size - Model Is Wearing Size M Wash Care Machine Wash Specifications Occasion : Holiday Pattern : Abstract Collar : Cuban Material : 100% Viscose Sleeves : Half Sleeve Note : The actual colour of the product may vary slightly due to photographic lighting sources or your device. SKU: 4SHS152-01",https://cdn.shopify.com/s/files/1/0420/7073/7058/files/1_928ada73-acea-48d2-853f-367312481edc.jpg?v=1779985947,1299.0,Shirts,https://snitch.co.in/products/abstract-oversized-shirt-4shs152-01
9238486319266,Self-Design Slim Fit Luxe Shirt ( Shirts),"Crisp light grey tones meet a sophisticated geometric jacquard weave in this impeccably tailored slim-fit shirt. Crafted from 100% Cotton, it offers breathable comfort and a soft touch for all-day wear. Featuring a sharp spread collar and full sleeves, this mass-premium piece bridges the gap between office sharp and evening refined style. Size & Fit Fit - Slim Fit Size - Model Is Wearing Size M Wash Care Machine Wash Specifications Occasion : Formal Wear Pattern : Self-Design Collar : Spread Material : 100% Cotton Sleeves : Full Sleeve Note : The actual colour of the product may vary slightly due to photographic lighting sources or your device. SKU: 4LSFS005-04",https://cdn.shopify.com/s/files/1/0420/7073/7058/files/1_693ab340-235f-4ed2-9214-9049189cc0b6.jpg?v=1779819983,2099.0,Shirts,https://snitch.co.in/products/100-cotton-jacquard-slim-fit-shirt-4lsfs005-04
9238486679714,Box Fit Abstract 100% Viscose Shirt ( Shirts),"Abstract mint-green and white brushstroke patterns define this modern box-fit shirt. Crafted from 100% Viscose, the fabric offers a fluid drape and exceptional breathability for all-day comfort. Featuring half sleeves and a relaxed Cuban collar, it’s a versatile choice for sun-soaked holidays or casual weekends. Original MRP - ₹ 2299 Size & Fit Fit - Box Fit Size - Model Is Wearing Size M Wash Care Machine Wash Specifications Occasion : Holiday Pattern : Abstract Collar : Cuban Material : 100% Viscose Sleeves : Half Sleeve Note : The actual colour of the product may vary slightly due to photographic lighting sources or your device. SKU: MP-4SHS071-01",https://cdn.shopify.com/s/files/1/0420/7073/7058/files/1_e229276d-6864-4225-b6b2-f59b4e9cf5a2.jpg?v=1779820001,1199.0,Shirts,https://snitch.co.in/products/box-fit-abstract-100-viscose-shirt-mp-4shs071-01
9243484094626,Abstract Slim Fit Shirt ( Shirts),"Captivating and bold, this slim-fit shirt features a striking floral print that demands attention. Meticulously crafted from a premium 51% Cotton 49% Modal blend, it offers an incredibly soft feel with a refined drape. Designed for the modern man, this piece effortlessly bridges the gap between sophisticated charm and contemporary fashion flair. Size & Fit Fit - Slim Fit Size - Model Is Wearing Size M Wash Care Machine Wash Specifications Occasion : Casual Wear Pattern : Abstract Collar : Spread Material : 51% Cotton 49% Modal Sleeves : Full Sleeve Note : The actual colour of the product may vary slightly due to photographic lighting sources or your device. SKU: 4MSS4822-02",https://cdn.shopify.com/s/files/1/0420/7073/7058/files/1_273c6459-a6ed-4433-817d-06503183201a.jpg?v=1780502269,1399.0,Shirts,https://snitch.co.in/products/slim-fit-floral-shirt-4mss4822-02
9243483701410,Slim Fit Floral Shirt ( Shirts),"Captivating and modern, this dark blue floral shirt brings a fresh aesthetic to your wardrobe. Expertly crafted in a premium 51% Cotton 49% Modal blend, it offers exceptional breathability and a smooth, soft-touch finish. Designed for those who value refined style, this piece transitions seamlessly from sophisticated office days to vibrant evening events. Size & Fit Fit - Slim Fit Size - Model Is Wearing Size M Wash Care Machine Wash Specifications Occasion : Smart Casuals Pattern : Floral Collar : Spread Material : 51% Cotton 49% Modal Sleeves : Full Sleeve Note : The actual colour of the product may vary slightly due to photographic lighting sources or your device. SKU: 4MSS4823-01",https://cdn.shopify.com/s/files/1/0420/7073/7058/files/1_30acb828-f1f9-46cb-94da-1dc2f166e5e1.jpg?v=1780502252,1399.0,Shirts,https://snitch.co.in/products/slim-fit-floral-shirt-4mss4823-01
9242087129250,Stripes Regular Fit Shirt ( Shirts),"Effortless style meets cooling comfort in this impeccably tailored shirt. Featuring a refreshing vertical stripe pattern and a crisp spread collar, it is crafted from a breathable 57% Cotton 43% Polyester blend. Designed for the modern man, this piece ensures you look sharp and feel relaxed, whether you're at the office or enjoying a day out in the sun. Size & Fit Fit - Regular Fit Size - Model Is Wearing Size M Wash Care Machine Wash Specifications Occasion : Smart Casuals Pattern : Stripes Collar : Spread Material : 57% Cotton 43% Polyester Sleeves : Full Sleeve Note : The actual colour of the product may vary slightly due to photographic lighting sources or your device. SKU: 4SFS118-04",https://cdn.shopify.com/s/files/1/0420/7073/7058/files/1_579c2463-3480-4c5b-b2dd-f6b3f5466766.jpg?v=1780310499,1399.0,Shirts,https://snitch.co.in/products/stripes-regular-fit-shirt-4sfs118-04
