user_id,product_id,timestamp,event_type
synthetic_snitch_streetwear_001,8713437249698,2024-01-24 04:31:32,purchase
synthetic_snitch_streetwear_001,8776745713826,2024-02-03 00:59:44,purchase
synthetic_snitch_streetwear_001,8957122019490,2024-03-08 02:44:47,purchase
synthetic_snitch_streetwear_001,8432269721762,2024-03-22 12:28:35,purchase
synthetic_snitch_streetwear_001,8365716242594,2024-03-31 13:31:43,purchase
synthetic_snitch_streetwear_001,8883302760610,2024-04-02 21:27:22,purchase
synthetic_snitch_streetwear_001,8714574758050,2024-05-31 23:51:58,purchase
synthetic_snitch_streetwear_001,8642326659234,2024-06-16 17:52:01,purchase
synthetic_snitch_streetwear_002,8553931047074,2024-01-08 22:17:00,purchase
synthetic_snitch_streetwear_002,8329627959458,2024-01-28 22:14:00,purchase
synthetic_snitch_streetwear_002,8588060721314,2024-02-28 23:23:07,purchase
synthetic_snitch_streetwear_002,8957122019490,2024-03-06 20:48:28,purchase
synthetic_snitch_streetwear_002,8560037003426,2024-03-07 08:41:44,purchase
synthetic_snitch_streetwear_002,8718326628514,2024-03-15 08:44:02,purchase
synthetic_snitch_streetwear_002,8651973263522,2024-03-25 11:26:09,purchase
synthetic_snitch_streetwear_002,8858791510178,2024-03-31 02:24:23,purchase
synthetic_snitch_streetwear_002,8528385474722,2024-04-08 22:17:52,purchase
synthetic_snitch_streetwear_002,8957122019490,2024-05-03 15:09:52,purchase
synthetic_snitch_streetwear_002,8528386556066,2024-05-14 13:13:29,purchase
synthetic_snitch_streetwear_002,8761743868066,2024-05-14 19:14:48,purchase
synthetic_snitch_streetwear_002,8723833815202,2024-06-15 23:27:39,purchase
synthetic_snitch_streetwear_002,8521463660706,2024-06-24 02:51:44,purchase
synthetic_snitch_streetwear_003,8732569895074,2024-01-02 07:58:54,purchase
synthetic_snitch_streetwear_003,8628589232290,2024-01-26 07:05:05,purchase
synthetic_snitch_streetwear_003,8520087765154,2024-02-06 04:24:04,purchase
synthetic_snitch_streetwear_003,8560037003426,2024-02-13 08:38:20,purchase
synthetic_snitch_streetwear_003,8844425822370,2024-02-20 03:48:58,purchase
synthetic_snitch_streetwear_003,8883302760610,2024-03-26 08:29:15,purchase
synthetic_snitch_streetwear_003,8861865967778,2024-04-25 06:05:36,purchase
synthetic_snitch_streetwear_003,8755927285922,2024-04-30 08:06:43,purchase
synthetic_snitch_streetwear_003,8603056341154,2024-05-03 12:45:37,purchase
synthetic_snitch_streetwear_003,8564767588514,2024-05-07 15:14:18,purchase
synthetic_snitch_streetwear_003,8644451303586,2024-05-21 05:54:09,purchase
synthetic_snitch_streetwear_003,8910059045026,2024-05-22 10:23:58,purchase
synthetic_snitch_streetwear_003,8607445614754,2024-05-24 05:29:03,purchase
synthetic_snitch_streetwear_003,8628589232290,2024-05-25 16:28:54,purchase
synthetic_snitch_streetwear_003,8553915121826,2024-05-30 17:24:30,purchase
synthetic_snitch_streetwear_004,8432269721762,2024-01-07 06:42:22,purchase
synthetic_snitch_streetwear_004,8841387442338,2024-01-11 13:16:01,purchase
synthetic_snitch_streetwear_004,8399411740834,2024-02-08 20:09:20,purchase
synthetic_snitch_streetwear_004,8896662044834,2024-02-12 08:13:59,purchase
synthetic_snitch_streetwear_004,9233084219554,2024-02-20 01:19:33,purchase
synthetic_snitch_streetwear_004,8957122019490,2024-02-20 22:19:53,purchase
synthetic_snitch_streetwear_004,8806239764642,2024-03-14 22:38:54,purchase
synthetic_snitch_streetwear_004,8751123300514,2024-03-20 01:06:01,purchase
synthetic_snitch_streetwear_004,8661209546914,2024-05-28 17:21:13,purchase
synthetic_snitch_streetwear_004,8661209546914,2024-06-03 11:10:58,purchase
synthetic_snitch_streetwear_004,8607445614754,2024-06-03 21:02:03,purchase
synthetic_snitch_streetwear_004,8524123832482,2024-06-15 02:16:51,purchase
synthetic_snitch_streetwear_004,8642326659234,2024-06-26 21:00:56,purchase
synthetic_snitch_streetwear_004,8768340066466,2024-06-28 16:08:22,purchase
synthetic_snitch_streetwear_005,8732569895074,2024-01-28 13:38:37,purchase
synthetic_snitch_streetwear_005,8521443770530,2024-01-30 04:33:52,purchase
synthetic_snitch_streetwear_005,8596268908706,2024-03-24 14:23:40,purchase
synthetic_snitch_streetwear_005,8517383487650,2024-03-31 00:24:06,purchase
synthetic_snitch_streetwear_005,8861865967778,2024-03-31 16:32:18,purchase
synthetic_snitch_streetwear_005,8884317814946,2024-05-06 02:46:20,purchase
synthetic_snitch_streetwear_005,8841387442338,2024-05-09 18:54:07,purchase
synthetic_snitch_streetwear_005,8560037003426,2024-05-10 17:55:44,purchase
synthetic_snitch_streetwear_005,8322980020386,2024-06-12 00:18:02,purchase
synthetic_snitch_streetwear_005,8510955978914,2024-06-18 18:53:42,purchase
synthetic_snitch_minimalist_001,8673468022946,2024-01-15 08:16:38,purchase
synthetic_snitch_minimalist_001,8740698423458,2024-01-18 10:43:20,purchase
synthetic_snitch_minimalist_001,8769691680930,2024-01-24 02:11:37,purchase
synthetic_snitch_minimalist_001,8280225218722,2024-02-17 06:23:31,purchase
synthetic_snitch_minimalist_001,8524123832482,2024-02-19 06:37:02,purchase
synthetic_snitch_minimalist_001,8858791510178,2024-03-21 21:52:15,purchase
synthetic_snitch_minimalist_001,8668440887458,2024-03-22 08:01:34,purchase
synthetic_snitch_minimalist_001,8856720146594,2024-03-23 11:53:31,purchase
synthetic_snitch_minimalist_001,8510909448354,2024-05-09 18:10:15,purchase
synthetic_snitch_minimalist_001,8644451303586,2024-05-13 09:10:43,purchase
synthetic_snitch_minimalist_001,8581576818850,2024-05-20 22:53:38,purchase
synthetic_snitch_minimalist_001,8550645465250,2024-05-22 19:26:40,purchase
synthetic_snitch_minimalist_001,8661209546914,2024-06-12 08:54:17,purchase
synthetic_snitch_minimalist_002,8526404616354,2024-01-08 12:46:19,purchase
synthetic_snitch_minimalist_002,8856720146594,2024-01-19 17:10:56,purchase
synthetic_snitch_minimalist_002,8021010219170,2024-01-27 03:48:47,purchase
synthetic_snitch_minimalist_002,8776747974818,2024-02-01 17:00:15,purchase
synthetic_snitch_minimalist_002,8528386556066,2024-02-02 11:33:32,purchase
synthetic_snitch_minimalist_002,8581576818850,2024-02-04 01:39:00,purchase
synthetic_snitch_minimalist_002,8769691680930,2024-02-29 16:55:01,purchase
synthetic_snitch_minimalist_002,8861863936162,2024-03-30 09:53:46,purchase
synthetic_snitch_minimalist_002,8851575275682,2024-04-16 08:43:40,purchase
synthetic_snitch_minimalist_002,8644451303586,2024-04-29 13:38:32,purchase
synthetic_snitch_minimalist_002,8896658571426,2024-05-02 15:56:29,purchase
synthetic_snitch_minimalist_002,8573591748770,2024-05-22 10:14:05,purchase
synthetic_snitch_minimalist_002,8802182627490,2024-05-23 14:53:28,purchase
synthetic_snitch_minimalist_003,8673468022946,2024-01-15 23:22:44,purchase
synthetic_snitch_minimalist_003,9228861833378,2024-01-30 03:27:58,purchase
synthetic_snitch_minimalist_003,8524123832482,2024-02-19 22:16:49,purchase
synthetic_snitch_minimalist_003,8457244639394,2024-03-20 20:26:02,purchase
synthetic_snitch_minimalist_003,8899670278306,2024-03-29 02:02:37,purchase
synthetic_snitch_minimalist_003,8510910005410,2024-03-29 19:37:52,purchase
synthetic_snitch_minimalist_003,8503594746018,2024-04-13 11:35:11,purchase
synthetic_snitch_minimalist_003,8918341386402,2024-05-01 11:21:46,purchase
